zip,primary_city,acceptable_cities,state,county,latitude,longitude,estimated_population,notes
92236,Coachella,,CA,Riverside County,33.7,-116.17,28536,
92239,Desert Center,"Eagle Mountain, Eagle Mtn",CA,Riverside County,33.85,-115.29,0,
92240,Desert Hot Springs,Dsrt Hot Spgs,CA,Riverside County,33.92,-116.48,22246,
92241,Desert Hot Springs,Dsrt Hot Spgs,CA,Riverside County,33.83,-116.29,4216,
92242,Earp,Big River,CA,San Bernardino County,34.15,-114.33,796,
92243,El Centro,,CA,Imperial County,32.77,-115.6,34586,
92244,El Centro,,CA,Imperial County,32.79,-115.57,2304,
92247,La Quinta,,CA,Riverside County,33.66,-116.31,1310,"no NWS data, "
92248,La Quinta,,CA,Riverside County,33.66,-116.31,966,"no NWS data, "
92249,Heber,,CA,Imperial County,32.73,-115.47,5698,
92250,Holtville,,CA,Imperial County,32.83,-115.19,6337,
92251,Imperial,,CA,Imperial County,32.86,-115.65,12786,
92252,Joshua Tree,,CA,San Bernardino County,34.15,-116.27,6160,
92253,La Quinta,,CA,Riverside County,33.65,-116.27,26303,
92254,Mecca,,CA,Riverside County,33.55,-115.97,11107,
92255,Palm Desert,,CA,Riverside County,33.74,-116.36,1305,
92256,Morongo Valley,Morongo Vly,CA,San Bernardino County,34.1,-116.58,2399,
92257,Niland,,CA,Imperial County,33.3,-115.55,1055,
92258,North Palm Springs,"N Palm Spgs, N Palm Springs, No Palm Springs",CA,Riverside County,33.9,-116.56,594,
92259,Ocotillo,,CA,Imperial County,32.72,-115.88,0,
92260,Palm Desert,,CA,Riverside County,33.7,-116.4,21470,
92261,Palm Desert,,CA,Riverside County,33.61,-116.42,1814,
92262,Palm Springs,,CA,Riverside County,33.85,-116.56,17175,
92263,Palm Springs,,CA,Riverside County,33.87,-116.56,2769,
92264,Palm Springs,,CA,Riverside County,33.72,-116.51,12753,
92266,Palo Verde,,CA,Imperial County,33.32,-114.71,0,
92267,Parker Dam,,CA,San Bernardino County,34.28,-114.18,0,
92268,Pioneertown,,CA,San Bernardino County,34.21,-116.52,469,
92270,Rancho Mirage,,CA,Riverside County,33.78,-116.41,12970,
92273,Seeley,,CA,Imperial County,32.79,-115.69,1430,
92274,Thermal,,CA,Imperial County,33.48,-116.1,11251,
92275,Salton City,Thermal,CA,Imperial County,33.28,-115.92,894,
92276,Thousand Palms,Thousand Plms,CA,Riverside County,33.8,-116.36,5380,
92277,Twentynine Palms,"Twentynin Plm, 29 Palms",CA,San Bernardino County,34.24,-115.86,16226,
92278,Twentynine Palms,"Twentynin Plm, Twentynine Palms Mcb, 29 Palms",CA,San Bernardino County,34.27,-116.1,2701,
92280,Vidal,Blythe,CA,San Bernardino County,34.14,-114.52,0,
92281,Westmorland,,CA,Imperial County,33.03,-115.55,1694,
92282,Whitewater,Cabazon,CA,Riverside County,33.94,-116.65,526,
92283,Winterhaven,Felicity,CA,Imperial County,32.87,-114.72,2269,
92284,Yucca Valley,,CA,San Bernardino County,34.15,-116.41,15762,
92285,Landers,"Johnson Valley, Johnson Vly, Yucca Valley",CA,San Bernardino County,34.33,-116.51,1274,
92286,Yucca Valley,,CA,San Bernardino County,34.18,-116.4,1793,
92292,Palm Springs,,CA,Riverside County,33.83,-116.54,0,Converted Decommisioned Zipcodes
92301,Adelanto,El Mirage,CA,San Bernardino County,34.66,-117.51,18944,
92304,Amboy,Cadiz,CA,San Bernardino County,34.45,-115.54,0,
92305,Angelus Oaks,,CA,San Bernardino County,34.18,-116.86,521,
92307,Apple Valley,,CA,San Bernardino County,34.57,-117.15,28280,
92308,Apple Valley,Jess Ranch,CA,San Bernardino County,34.42,-117.14,26211,
92309,Baker,Kelso,CA,San Bernardino County,35.31,-116.04,597,
92310,Fort Irwin,Barstow,CA,San Bernardino County,35.3,-116.74,6090,
92311,Barstow,,CA,San Bernardino County,34.97,-116.99,21613,
92312,Barstow,,CA,San Bernardino County,34.97,-117.05,1317,
92313,Grand Terrace,,CA,San Bernardino County,34.03,-117.31,9454,
92314,Big Bear City,,CA,San Bernardino County,34.26,-116.84,6104,
92315,Big Bear Lake,,CA,San Bernardino County,34.23,-116.86,6550,
92316,Bloomington,,CA,San Bernardino County,34.06,-117.39,22380,
92317,Blue Jay,,CA,San Bernardino County,34.25,-117.21,3387,
92318,Bryn Mawr,,CA,San Bernardino County,34.04,-117.23,0,
92320,Calimesa,,CA,Riverside County,33.97,-117.05,6035,
92321,Cedar Glen,,CA,San Bernardino County,34.25,-117.16,1202,
92322,Cedarpines Park,Cedarpines Pk,CA,San Bernardino County,34.25,-117.32,0,
92323,Cima,,CA,San Bernardino County,35.2,-115.42,0,
92324,Colton,Grand Terrace,CA,San Bernardino County,34.01,-117.27,40776,
92325,Crestline,,CA,San Bernardino County,34.25,-117.3,8046,
92326,Crest Park,,CA,San Bernardino County,34.24,-117.2,0,
92327,Daggett,,CA,San Bernardino County,34.86,-116.81,457,
92328,Death Valley,,CA,Inyo County,36.29,-116.45,0,
92329,Phelan,,CA,San Bernardino County,34.35,-117.6,6071,
92331,Fontana,,CA,San Bernardino County,34.06,-117.44,0,"no NWS data, "
92332,Essex,,CA,San Bernardino County,34.96,-115.31,0,
92333,Fawnskin,,CA,San Bernardino County,34.27,-116.94,429,
92334,Fontana,,CA,San Bernardino County,34.07,-117.46,1833,
92335,Fontana,,CA,San Bernardino County,34.08,-117.46,65832,
92336,Fontana,,CA,San Bernardino County,34.14,-117.45,66178,
92337,Fontana,,CA,San Bernardino County,34.05,-117.46,27988,
92338,Ludlow,"Newberry Spgs, Newberry Springs",CA,San Bernardino County,34.72,-116.15,0,
92339,Forest Falls,,CA,San Bernardino County,34.08,-116.9,792,
92340,Hesperia,,CA,San Bernardino County,34.41,-117.27,2409,
92341,Green Valley Lake,Green Vly Lk,CA,San Bernardino County,34.24,-117.07,0,
92342,Helendale,,CA,San Bernardino County,34.74,-117.35,4734,
92344,Hesperia,Oak Hills,CA,San Bernardino County,34.39,-117.39,13963,
92345,Hesperia,,CA,San Bernardino County,34.36,-117.32,52569,
92346,Highland,,CA,San Bernardino County,34.13,-117.15,40992,
92347,Hinkley,,CA,San Bernardino County,34.95,-117.18,996,
92350,Loma Linda,,CA,San Bernardino County,34.05,-117.26,0,
92352,Lake Arrowhead,Lk Arrowhead,CA,San Bernardino County,34.27,-117.19,3856,
92354,Loma Linda,,CA,San Bernardino County,34.05,-117.24,15275,
92356,Lucerne Valley,Lucerne Vly,CA,San Bernardino County,34.52,-116.88,3770,
92357,Loma Linda,,CA,San Bernardino County,34.05,-117.25,0,
92358,Lytle Creek,,CA,San Bernardino County,34.25,-117.54,603,
92359,Mentone,,CA,San Bernardino County,34.1,-117.04,6159,
92363,Needles,,CA,San Bernardino County,34.78,-114.59,3538,
92364,Nipton,Baker,CA,San Bernardino County,35.49,-115.45,0,
92365,Newberry Springs,Newberry Spgs,CA,San Bernardino County,34.85,-116.51,1494,
92366,Mountain Pass,,CA,San Bernardino County,35.47,-115.52,0,
92368,Oro Grande,,CA,San Bernardino County,34.65,-117.29,552,
92369,Patton,,CA,San Bernardino County,34.13,-117.22,420,
92371,Phelan,,CA,San Bernardino County,34.42,-117.48,6321,
92372,Pinon Hills,,CA,San Bernardino County,34.47,-117.62,3747,
92373,Redlands,,CA,San Bernardino County,34,-117.12,26330,
92374,Redlands,,CA,San Bernardino County,34.06,-117.17,29406,
92375,Redlands,,CA,San Bernardino County,34.05,-117.19,1248,
92376,Rialto,,CA,San Bernardino County,34.1,-117.38,55471,
92377,Rialto,,CA,San Bernardino County,34.16,-117.39,16892,
92378,Rimforest,,CA,San Bernardino County,34.21,-117.24,640,
92382,Running Springs,"Arrowbear Lake, Arrowbear Lk, Running Spgs",CA,San Bernardino County,34.18,-117.08,4244,
92384,Shoshone,,CA,Inyo County,35.97,-116.2,0,
92385,Skyforest,,CA,San Bernardino County,34.23,-117.18,0,
92386,Sugarloaf,Big Bear City,CA,San Bernardino County,34.24,-116.82,1396,
92389,Tecopa,,CA,Inyo County,35.85,-116.22,0,
92391,Twin Peaks,,CA,San Bernardino County,34.23,-117.23,1414,
92392,Victorville,,CA,San Bernardino County,34.49,-117.36,37842,
92393,Victorville,,CA,San Bernardino County,34.48,-117.31,2612,
92394,Victorville,George Afb,CA,San Bernardino County,34.57,-117.33,18928,
92395,Victorville,"Spg Valley Lk, Spring Valley Lake",CA,San Bernardino County,34.48,-117.36,26559,
92397,Wrightwood,,CA,San Bernardino County,34.36,-117.61,4357,
92398,Yermo,,CA,San Bernardino County,34.98,-116.78,1179,
92399,Yucaipa,Oak Glen,CA,San Bernardino County,34.04,-117.01,39430,
92401,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.1,-117.29,1426,
92402,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.07,-117.46,714,
92403,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.1,-117.27,0,
92404,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.17,-117.24,37086,
92405,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.14,-117.3,18868,
92406,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.13,-117.28,724,
92407,San Bernardino,"Arrowhead Farms, Arrowhed Farm, Devore Heights, Devore Hghts, Muscoy, Sn Bernrdno, Verdemont",CA,San Bernardino County,34.22,-117.37,37108,
92408,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.07,-117.25,8883,
92410,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.1,-117.27,29872,
92411,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.12,-117.32,17344,
92412,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.08,-117.26,443,
92413,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.14,-117.25,871,
92414,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.18,-117.26,0,
92415,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.12,-117.26,0,
92418,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.1,-117.29,0,
92423,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.1,-117.28,1021,
92424,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.14,-117.3,0,
92427,San Bernardino,Sn Bernrdno,CA,San Bernardino County,34.19,-117.34,913,
92501,Riverside,,CA,Riverside County,33.99,-117.38,13444,
92502,Riverside,,CA,Riverside County,33.98,-117.37,714,
92503,Riverside,,CA,Riverside County,33.89,-117.44,61219,
92504,Riverside,,CA,Riverside County,33.9,-117.4,37665,
92505,Riverside,,CA,Riverside County,33.93,-117.49,32679,
92506,Riverside,,CA,Riverside County,33.92,-117.36,35060,
92507,Riverside,,CA,Riverside County,33.96,-117.31,32114,
92508,Riverside,,CA,Riverside County,33.89,-117.32,26006,
92509,Riverside,Jurupa Valley,CA,Riverside County,33.99,-117.44,53031,
92513,Riverside,,CA,Riverside County,33.91,-117.46,1087,
92514,Riverside,,CA,Riverside County,33.94,-117.41,0,
92515,Riverside,,CA,Riverside County,33.91,-117.48,0,
92516,Riverside,,CA,Riverside County,33.95,-117.39,742,
92517,Riverside,,CA,Riverside County,33.96,-117.43,1672,
92518,March Air Reserve Base,"March Arb, Riverside",CA,Riverside County,33.89,-117.27,1020,
92519,Riverside,,CA,Riverside County,33.99,-117.41,559,
92521,Riverside,,CA,Riverside County,33.97,-117.34,0,
92522,Riverside,,CA,Riverside County,33.94,-117.39,0,
92530,Lake Elsinore,,CA,Riverside County,33.68,-117.37,33145,
92531,Lake Elsinore,,CA,Riverside County,33.6,-117.39,959,
92532,Lake Elsinore,,CA,Riverside County,33.71,-117.34,12454,
92536,Aguanga,,CA,Riverside County,33.5,-116.81,2501,
92539,Anza,,CA,Riverside County,33.53,-116.68,2965,
92543,Hemet,,CA,Riverside County,33.66,-116.98,19884,
92544,Hemet,,CA,Riverside County,33.64,-116.83,30633,
92545,Hemet,,CA,Riverside County,33.73,-117.05,26648,
92546,Hemet,,CA,Riverside County,33.74,-116.97,1153,
92548,Homeland,,CA,Riverside County,33.75,-117.11,4175,
92549,Idyllwild,,CA,Riverside County,33.76,-116.73,3099,
92551,Moreno Valley,,CA,Riverside County,33.87,-117.22,21024,
92552,Moreno Valley,,CA,Riverside County,33.92,-117.24,2209,
92553,Moreno Valley,,CA,Riverside County,33.92,-117.24,48194,
92554,Moreno Valley,,CA,Riverside County,33.91,-117.25,0,
92555,Moreno Valley,Rancho Belago,CA,Riverside County,33.9,-117.1,26702,
92556,Moreno Valley,,CA,Riverside County,33.96,-117.24,739,
92557,Moreno Valley,,CA,Riverside County,33.97,-117.25,36328,
92561,Mountain Center,Mountain Ctr,CA,Riverside County,33.63,-116.59,936,
92562,Murrieta,,CA,Riverside County,33.54,-117.33,45927,
92563,Murrieta,,CA,Riverside County,33.57,-117.14,41578,
92564,Murrieta,,CA,Riverside County,33.64,-117.18,925,
92567,Nuevo,Lakeview,CA,Riverside County,33.82,-117.1,6743,
92570,Perris,,CA,Riverside County,33.78,-117.33,33297,
92571,Perris,,CA,Riverside County,33.83,-117.2,33736,
92572,Perris,,CA,Riverside County,33.78,-117.22,1642,
92581,San Jacinto,,CA,Riverside County,33.78,-116.95,1392,
92582,San Jacinto,,CA,Riverside County,33.81,-117.02,9984,
92583,San Jacinto,"Gilman Hot Springs, Glmn Hot Spgs",CA,Riverside County,33.79,-116.93,18842,
92584,Menifee,Sun City,CA,Riverside County,33.65,-117.18,28269,
92585,Sun City,"Menifee, Romoland",CA,Riverside County,33.74,-117.18,12616,
92586,Sun City,Menifee,CA,Riverside County,33.7,-117.19,15299,
92587,Sun City,"Canyon Lake, Menifee, Quail Valley",CA,Riverside County,33.69,-117.24,12535,
92589,Temecula,,CA,Riverside County,33.51,-117.1,2342,
92590,Temecula,,CA,Riverside County,33.48,-117.22,2592,
92591,Temecula,,CA,Riverside County,33.53,-117.1,29508,
92592,Temecula,,CA,Riverside County,33.53,-117.04,53769,
92593,Temecula,,CA,Riverside County,33.5,-117.15,1600,
92595,Wildomar,,CA,Riverside County,33.62,-117.25,23090,
92596,Winchester,Menifee,CA,Riverside County,33.63,-117.07,16229,
92599,Perris,,CA,Riverside County,33.83,-117.19,0,
92602,Irvine,,CA,Orange County,33.74,-117.76,17238,
92603,Irvine,,CA,Orange County,33.62,-117.79,16155,
92604,Irvine,,CA,Orange County,33.69,-117.78,22273,
92605,Huntington Beach,Huntingtn Bch,CA,Orange County,33.71,-118,436,
92606,Irvine,,CA,Orange County,33.7,-117.79,16267,
92607,Laguna Niguel,Laguna Beach,CA,Orange County,33.52,-117.7,795,
92609,El Toro,Lake Forest,CA,Orange County,33.59,-117.7,746,
92610,Foothill Ranch,"El Toro, Foothill Rnch",CA,Orange County,33.7,-117.67,9499,
92612,Irvine,,CA,Orange County,33.63,-117.81,16945,
92614,Irvine,,CA,Orange County,33.68,-117.85,19513,
92615,Huntington Beach,Huntingtn Bch,CA,Orange County,33.65,-117.96,746,
92616,Irvine,,CA,Orange County,33.64,-117.83,574,
92617,Irvine,,CA,Orange County,33.63,-117.83,4977,"no NWS data, "
92618,Irvine,,CA,Orange County,33.67,-117.73,12059,
92619,Irvine,,CA,Orange County,33.66,-117.76,1410,
92620,Irvine,,CA,Orange County,33.7,-117.76,31192,
92623,Irvine,,CA,Orange County,33.69,-117.81,1058,
92624,Capistrano Beach,"Capo Beach, Dana Point",CA,Orange County,33.45,-117.66,6064,
92625,Corona Del Mar,Corona Dl Mar,CA,Orange County,33.6,-117.86,10985,
92626,Costa Mesa,,CA,Orange County,33.67,-117.9,37365,
92627,Costa Mesa,,CA,Orange County,33.64,-117.91,44941,
92628,Costa Mesa,,CA,Orange County,33.64,-117.91,1178,
92629,Dana Point,"Monarch Bay, Monarch Beach",CA,Orange County,33.47,-117.7,22860,
92630,Lake Forest,El Toro,CA,Orange County,33.64,-117.67,50173,
92637,Laguna Woods,Laguna Hills,CA,Orange County,33.61,-117.72,13491,"no NWS data, "
92646,Huntington Beach,Huntingtn Bch,CA,Orange County,33.66,-117.97,47363,
92647,Huntington Beach,Huntingtn Bch,CA,Orange County,33.72,-118,44920,
92648,Huntington Beach,Huntingtn Bch,CA,Orange County,33.67,-118,36978,
92649,Huntington Beach,Huntingtn Bch,CA,Orange County,33.71,-118.04,27766,
92650,East Irvine,Irvine,CA,Orange County,33.67,-117.75,0,
92651,Laguna Beach,,CA,Orange County,33.55,-117.78,19615,
92652,Laguna Beach,,CA,Orange County,33.54,-117.78,1216,
92653,Laguna Hills,"Aliso Viejo, Laguna Beach, Laguna Woods",CA,Orange County,33.6,-117.71,26019,
92654,Laguna Hills,"Laguna Beach, Laguna Woods",CA,Orange County,33.6,-117.71,846,
92655,Midway City,,CA,Orange County,33.74,-117.98,6304,
92656,Aliso Viejo,"Laguna Beach, Laguna Hills",CA,Orange County,33.57,-117.72,39419,
92657,Newport Coast,Newport Beach,CA,Orange County,33.6,-117.82,8448,
92658,Newport Beach,,CA,Orange County,33.63,-117.86,2015,
92659,Newport Beach,,CA,Orange County,33.62,-117.92,1126,
92660,Newport Beach,,CA,Orange County,33.62,-117.87,28529,
92661,Newport Beach,,CA,Orange County,33.6,-117.9,2915,
92662,Newport Beach,"Balboa, Balboa Island",CA,Orange County,33.6,-117.89,2438,
92663,Newport Beach,,CA,Orange County,33.62,-117.93,15815,
92672,San Clemente,,CA,Orange County,33.42,-117.62,29908,
92673,San Clemente,,CA,Orange County,33.48,-117.61,24536,
92674,San Clemente,,CA,Orange County,33.43,-117.62,1130,
92675,San Juan Capistrano,"Mission Viejo, San Juan Capo",CA,Orange County,33.52,-117.61,27693,
92676,Silverado,,CA,Orange County,33.75,-117.63,1608,
92677,Laguna Niguel,Laguna Beach,CA,Orange County,33.53,-117.7,53608,
92678,Trabuco Canyon,Trabuco Cyn,CA,Orange County,33.66,-117.59,561,
92679,Trabuco Canyon,"Coto De Caza, Dove Canyon, Portola Hills, Robinson Ranch, Robinson Rnch, Trabuco, Trabuco Cyn",CA,Orange County,33.61,-117.54,28044,
92683,Westminster,,CA,Orange County,33.74,-117.99,70715,
92684,Westminster,,CA,Orange County,33.76,-118,880,
92685,Westminster,,CA,Orange County,33.75,-117.99,1209,
92688,Rancho Santa Margarita,"Rancho Sta Marg, Rcho Sta Marg, Rsm",CA,Orange County,33.61,-117.61,36571,
92690,Mission Viejo,"San Juan Capistrano, San Juan Capo",CA,Orange County,33.61,-117.64,1129,
92691,Mission Viejo,"San Juan Capistrano, San Juan Capo",CA,Orange County,33.6,-117.66,40492,
92692,Mission Viejo,"San Juan Capistrano, San Juan Capo",CA,Orange County,33.6,-117.64,40945,
92693,San Juan Capistrano,San Juan Capo,CA,Orange County,33.49,-117.66,621,
92694,Ladera Ranch,Mission Viejo,CA,Orange County,33.56,-117.63,17998,
92697,Irvine,Uci,CA,Orange County,33.64,-117.84,0,
92698,Aliso Viejo,,CA,Orange County,33.67,-117.83,0,
92701,Santa Ana,,CA,Orange County,33.75,-117.85,35900,
92702,Santa Ana,,CA,Orange County,33.73,-117.87,796,
92703,Santa Ana,,CA,Orange County,33.74,-117.89,48715,
92704,Santa Ana,,CA,Orange County,33.71,-117.9,67361,
92705,Santa Ana,"Cowan Heights, North Tustin",CA,Orange County,33.76,-117.79,36122,
92706,Santa Ana,,CA,Orange County,33.76,-117.88,27773,
92707,Santa Ana,,CA,Orange County,33.71,-117.87,48517,
92708,Fountain Valley,"Fountain Vly, Santa Ana",CA,Orange County,33.71,-117.94,46913,
92709,Irvine,,CA,Orange County,33.67,-117.73,0,Converted Decommisioned Zipcodes
92710,Irvine,,CA,Orange County,33.7,-117.81,0,Converted Decommisioned Zipcodes
92711,Santa Ana,,CA,Orange County,33.76,-117.8,998,
92712,Santa Ana,,CA,Orange County,33.75,-117.87,0,
92725,Santa Ana,,CA,Orange County,33.75,-117.86,0,"no NWS data, "
92728,Fountain Valley,"Fountain Vly, Santa Ana",CA,Orange County,33.71,-117.92,951,
92735,Santa Ana,,CA,Orange County,33.71,-117.85,0,
92780,Tustin,,CA,Orange County,33.74,-117.82,42492,
92781,Tustin,,CA,Orange County,33.73,-117.81,1441,
92782,Tustin,,CA,Orange County,33.75,-117.77,19295,
92799,Santa Ana,,CA,Orange County,33.71,-117.9,977,
92801,Anaheim,,CA,Orange County,33.84,-117.95,45683,
92802,Anaheim,,CA,Orange County,33.81,-117.91,29583,
92803,Anaheim,,CA,Orange County,33.84,-117.93,1783,
92804,Anaheim,,CA,Orange County,33.81,-117.97,61315,
92805,Anaheim,,CA,Orange County,33.82,-117.91,50587,
92806,Anaheim,,CA,Orange County,33.83,-117.86,28271,
92807,Anaheim,,CA,Orange County,33.85,-117.79,31116,
92808,Anaheim,,CA,Orange County,33.84,-117.73,16631,
92809,Anaheim,,CA,Orange County,33.86,-117.74,495,"no NWS data, "
92811,Atwood,,CA,Orange County,33.86,-117.83,0,
92812,Anaheim,,CA,Orange County,33.81,-117.92,965,
92814,Anaheim,,CA,Orange County,33.81,-117.96,640,
92815,Anaheim,,CA,Orange County,33.83,-117.91,778,
92816,Anaheim,,CA,Orange County,33.83,-117.88,0,
92817,Anaheim,,CA,Orange County,33.85,-117.79,703,
92821,Brea,,CA,Orange County,33.92,-117.86,29617,
92822,Brea,,CA,Orange County,33.91,-117.89,1053,
92823,Brea,,CA,Orange County,33.92,-117.8,3045,
92825,Anaheim,,CA,Orange County,33.83,-117.91,0,
92831,Fullerton,,CA,Orange County,33.87,-117.89,24136,
92832,Fullerton,,CA,Orange County,33.86,-117.92,17075,
92833,Fullerton,,CA,Orange County,33.88,-117.96,39597,
92834,Fullerton,,CA,Orange County,33.87,-117.89,1156,
92835,Fullerton,,CA,Orange County,33.9,-117.91,20003,
92836,Fullerton,,CA,Orange County,33.87,-117.9,469,
92837,Fullerton,,CA,Orange County,33.87,-117.96,0,
92838,Fullerton,,CA,Orange County,33.89,-117.93,407,
92840,Garden Grove,,CA,Orange County,33.78,-117.93,40332,
92841,Garden Grove,,CA,Orange County,33.78,-117.97,24588,
92842,Garden Grove,,CA,Orange County,33.77,-117.94,1686,
92843,Garden Grove,,CA,Orange County,33.75,-117.94,33276,
92844,Garden Grove,,CA,Orange County,33.76,-117.97,17495,
92845,Garden Grove,,CA,Orange County,33.78,-118.02,14081,
92846,Garden Grove,,CA,Orange County,33.78,-118.03,0,
92850,Anaheim,,CA,Orange County,33.84,-117.95,0,
92856,Orange,,CA,Orange County,33.78,-117.84,546,
92857,Orange,,CA,Orange County,33.83,-117.84,0,
92859,Orange,,CA,Orange County,33.8,-117.78,0,
92860,Norco,,CA,Riverside County,33.93,-117.56,18965,
92861,Villa Park,Orange,CA,Orange County,33.81,-117.81,5228,
92862,Orange,,CA,Orange County,33.79,-117.71,0,
92863,Orange,,CA,Orange County,33.81,-117.82,1323,
92864,Orange,,CA,Orange County,33.81,-117.82,0,
92865,Orange,,CA,Orange County,33.83,-117.85,15604,
92866,Orange,,CA,Orange County,33.78,-117.84,11381,
92867,Orange,Villa Park,CA,Orange County,33.81,-117.79,34563,
92868,Orange,,CA,Orange County,33.78,-117.86,16174,
92869,Orange,,CA,Orange County,33.79,-117.78,31173,
92870,Placentia,,CA,Orange County,33.88,-117.85,41874,
92871,Placentia,,CA,Orange County,33.88,-117.85,621,
92877,Corona,,CA,Riverside County,33.87,-117.56,937,
92878,Corona,,CA,Riverside County,33.87,-117.56,1547,
92879,Corona,,CA,Riverside County,33.87,-117.53,34375,
92880,Corona,Eastvale,CA,Riverside County,33.9,-117.61,42387,
92881,Corona,,CA,Riverside County,33.83,-117.5,23308,
92882,Corona,,CA,Riverside County,33.83,-117.6,50624,
92883,Corona,,CA,Riverside County,33.75,-117.48,22253,
92885,Yorba Linda,,CA,Orange County,33.89,-117.82,484,
92886,Yorba Linda,,CA,Orange County,33.89,-117.78,39360,
92887,Yorba Linda,,CA,Orange County,33.88,-117.72,18153,
92899,Anaheim,,CA,Orange County,33.83,-117.87,0,
93001,Ventura,,CA,Ventura County,34.33,-119.31,23874,
93002,Ventura,,CA,Ventura County,34.27,-119.28,1569,
93003,Ventura,,CA,Ventura County,34.28,-119.22,39626,
93004,Ventura,,CA,Ventura County,34.27,-119.16,23167,
93005,Ventura,,CA,Ventura County,34.25,-119.2,387,
93006,Ventura,,CA,Ventura County,34.27,-119.29,1308,
93007,Ventura,,CA,Ventura County,34.29,-119.15,537,
93009,Ventura,,CA,Ventura County,34.26,-119.21,0,
93010,Camarillo,,CA,Ventura County,34.23,-119.07,34198,
93011,Camarillo,,CA,Ventura County,34.21,-119.03,1879,
93012,Camarillo,"Santa Rosa Va, Santa Rosa Valley",CA,Ventura County,34.2,-118.98,28348,
93013,Carpinteria,,CA,Santa Barbara County,34.43,-119.52,12862,
93014,Carpinteria,,CA,Santa Barbara County,34.39,-119.51,1136,
93015,Fillmore,,CA,Ventura County,34.4,-118.83,12620,
93016,Fillmore,,CA,Ventura County,34.39,-118.91,1348,
93020,Moorpark,,CA,Ventura County,34.28,-118.88,592,
93021,Moorpark,,CA,Ventura County,34.31,-118.87,30875,
93022,Oak View,,CA,Ventura County,34.4,-119.3,5190,
93023,Ojai,,CA,Ventura County,34.51,-119.29,15623,
93024,Ojai,,CA,Ventura County,34.44,-119.25,1223,
93030,Oxnard,,CA,Ventura County,34.19,-119.17,45834,
93031,Oxnard,,CA,Ventura County,34.21,-119.18,2942,
93032,Oxnard,,CA,Ventura County,34.2,-119.17,1199,
93033,Oxnard,,CA,Ventura County,34.14,-119.1,65653,
93034,Oxnard,,CA,Ventura County,34.17,-119.17,1355,
93035,Oxnard,,CA,Ventura County,34.19,-119.23,21701,
93036,Oxnard,,CA,Ventura County,34.25,-119.16,29528,
93040,Piru,,CA,Ventura County,34.43,-118.75,1683,
93041,Port Hueneme,"Point Mugu Nawc, Pt Mugu Nawc",CA,Ventura County,34.11,-119.11,16854,
93042,Point Mugu Nawc,"Port Hueneme, Pt Mugu Nawc",CA,Ventura County,34.12,-119.09,0,
93043,Port Hueneme Cbc Base,"Port Hueneme, Prt Hueneme",CA,Ventura County,34.16,-119.2,0,
93044,Port Hueneme,,CA,Ventura County,34.15,-119.19,1694,
93060,Santa Paula,,CA,Ventura County,34.4,-119.07,24908,
93061,Santa Paula,,CA,Ventura County,34.35,-119.05,761,
93062,Simi Valley,,CA,Ventura County,34.28,-118.74,962,
93063,Simi Valley,Santa Susana,CA,Ventura County,34.3,-118.72,45423,
93064,Brandeis,Simi Valley,CA,Ventura County,34.28,-118.69,0,
93065,Simi Valley,,CA,Ventura County,34.25,-118.78,59551,
93066,Somis,,CA,Ventura County,34.29,-119.03,2974,
93067,Summerland,,CA,Santa Barbara County,34.41,-119.59,1210,
93093,Simi Valley,,CA,Ventura County,34.27,-118.71,0,Converted Decommisioned Zipcodes
93094,Simi Valley,,CA,Ventura County,34.27,-118.79,720,
93099,Simi Valley,,CA,Ventura County,34.26,-118.75,0,
93101,Santa Barbara,,CA,Santa Barbara County,34.41,-119.7,21615,
93102,Santa Barbara,,CA,Santa Barbara County,34.42,-119.7,813,
93103,Santa Barbara,,CA,Santa Barbara County,34.43,-119.68,13621,
93105,Santa Barbara,,CA,Santa Barbara County,34.01,-119.72,19652,
93106,Santa Barbara,"Ucsb, Univ Of Cal Santa Barbara",CA,Santa Barbara County,34.43,-119.83,359,
93107,Santa Barbara,,CA,Santa Barbara County,34.42,-119.86,0,
93108,Santa Barbara,Montecito,CA,Santa Barbara County,34.44,-119.61,8500,
93109,Santa Barbara,,CA,Santa Barbara County,34.4,-119.72,8228,
93110,Santa Barbara,Goleta,CA,Santa Barbara County,34.43,-119.77,12594,
93111,Santa Barbara,Goleta,CA,Santa Barbara County,34.45,-119.8,15066,
93116,Goleta,Santa Barbara,CA,Santa Barbara County,34.49,-120.04,903,
